========== REACTION WHEEL SPEEDS AND CONTROL SIGNALS ==========
X [rad/s]	Y [rad/s]	Z [rad/s]	X [%]	Y [%]	Z [%]	X [Brake]	Y [Brake]	Z [Brake]
27.705407,	-22.418090,	29.195103,	5.933303,	-5.362876,	6.212335,	0,	0,	0,
27.357287,	-22.028881,	29.322935,	5.884531,	-5.876269,	5.884642,	0,	0,	0,
26.962446,	-23.816468,	28.111470,	5.951835,	-5.667360,	6.080044,	0,	0,	0,
26.995890,	-24.041065,	28.170505,	6.120804,	-5.081680,	6.236624,	0,	0,	0,
27.678616,	-21.873572,	28.819561,	6.204082,	-5.087804,	6.242552,	0,	0,	0,
28.404410,	-20.631073,	29.222093,	5.929062,	-5.615722,	6.071898,	0,	0,	0,
27.749093,	-21.977066,	28.787505,	5.963726,	-5.560752,	6.103745,	0,	0,	0,
27.502222,	-22.547819,	28.658558,	5.688779,	-5.743436,	6.036311,	0,	0,	0,
26.278830,	-23.598344,	28.318538,	5.912759,	-5.718833,	6.211985,	0,	0,	0,
26.443063,	-24.115633,	28.809357,	6.179327,	-5.800297,	5.911216,	0,	0,	0,
27.585278,	-24.737639,	27.915670,	6.138431,	-5.615252,	6.194556,	0,	0,	0,
28.092199,	-24.374816,	28.505540,	6.113397,	-5.139182,	6.391678,	0,	0,	0,
28.290153,	-22.294279,	29.623903,	6.207762,	-5.909430,	5.900008,	0,	0,	0,
28.776196,	-24.101699,	28.347646,	6.140905,	-5.361943,	6.062527,	0,	0,	0,
28.797800,	-23.009004,	28.239759,	5.935171,	-5.664059,	6.425138,	0,	0,	0,
28.002938,	-23.556280,	29.599926,	6.031108,	-5.674187,	6.379321,	0,	0,	0,
27.915018,	-23.915824,	30.214888,	6.017181,	-5.981497,	5.986493,	0,	0,	0,
27.808982,	-25.332075,	29.032420,	5.773894,	-5.853264,	6.091622,	0,	0,	0,
26.792146,	-25.656334,	28.754089,	6.134393,	-5.398492,	5.984949,	0,	0,	0,
27.612898,	-24.060875,	28.172771,	6.040093,	-5.236264,	5.944036,	0,	0,	0,
27.722373,	-22.491873,	27.672511,	6.119600,	-5.273106,	6.384669,	0,	0,	0,
28.098399,	-21.719657,	29.109631,	5.992139,	-5.165668,	6.260001,	0,	0,	0,
27.817852,	-20.846747,	29.460073,	5.750802,	-6.235306,	5.796873,	0,	0,	0,
26.706694,	-24.534892,	27.847119,	6.089403,	-5.461207,	6.274574,	0,	0,	0,
27.386384,	-23.651732,	28.779548,	6.281821,	-5.225621,	6.207322,	0,	0,	0,
28.538768,	-22.211025,	29.060438,	6.219725,	-5.584783,	6.099070,	0,	0,	0,
28.968423,	-22.778848,	28.799692,	6.126592,	-5.344495,	6.004140,	0,	0,	0,
28.853945,	-22.167541,	28.274740,	6.057070,	-5.672724,	6.154480,	0,	0,	0,
28.514187,	-23.098599,	28.558063,	5.992020,	-5.661245,	5.854537,	0,	0,	0,
28.060342,	-23.597589,	27.546371,	6.046950,	-5.590626,	6.495530,	0,	0,	0,
28.010739,	-23.611992,	29.471040,	6.098432,	-5.476055,	5.779225,	0,	0,	0,
28.183815,	-23.170731,	27.784262,	6.077750,	-5.292636,	5.764433,	0,	0,	0,
28.203777,	-22.192987,	26.740570,	6.096428,	-5.358370,	6.144468,	0,	0,	0,
28.288749,	-21.879660,	27.622304,	6.193935,	-5.352977,	6.042766,	0,	0,	0,
28.721105,	-21.675408,	27.738357,	5.914141,	-5.769471,	5.645237,	0,	0,	0,
27.875582,	-23.190752,	26.245913,	5.905654,	-6.076217,	6.112637,	0,	0,	0,
27.348207,	-25.280157,	27.208326,	5.986901,	-5.349521,	6.036325,	0,	0,	0,
27.358931,	-23.648857,	27.471181,	6.208584,	-5.363562,	5.938160,	0,	0,	0,
28.235281,	-22.750749,	27.239485,	6.041763,	-5.842572,	5.936825,	0,	0,	0,
28.092603,	-24.106018,	27.098860,	6.010859,	-5.234735,	6.342004,	0,	0,	0,
27.887936,	-22.512251,	28.606973,	6.129890,	-5.597971,	6.059241,	0,	0,	0,
28.235528,	-23.006627,	28.378395,	6.058100,	-5.662965,	5.904207,	0,	0,	0,
28.156868,	-23.550598,	27.636338,	6.105364,	-4.972987,	5.985762,	0,	0,	0,
28.296413,	-21.160368,	27.522824,	6.183161,	-5.024369,	6.240283,	0,	0,	0,
28.683296,	-19.965350,	28.455463,	6.207408,	-5.034795,	5.800933,	0,	0,	0,
29.004532,	-19.307988,	27.276030,	6.149152,	-5.304071,	5.961564,	0,	0,	0,
28.963592,	-19.980751,	27.217310,	6.082874,	-5.261360,	5.930845,	0,	0,	0,
28.679536,	-20.206230,	27.062432,	5.943827,	-5.826458,	5.572258,	0,	0,	0,
27.967808,	-22.555931,	25.564516,	6.082552,	-5.623090,	5.680178,	0,	0,	0,
28.096403,	-23.130739,	25.112812,	5.873177,	-5.828939,	5.932529,	0,	0,	0,
27.349771,	-24.274553,	25.839319,	5.986070,	-5.372707,	6.181657,	0,	0,	0,
27.356583,	-23.152254,	27.241640,	6.161067,	-5.459030,	5.887969,	0,	0,	0,
28.047411,	-22.835271,	26.908365,	6.325793,	-5.093592,	6.216931,	0,	0,	0,
29.097614,	-21.215740,	28.004761,	6.138845,	-5.652520,	6.137313,	0,	0,	0,
28.977528,	-22.463133,	28.332927,	5.875823,	-5.553826,	6.136232,	0,	0,	0,
27.875026,	-22.804659,	28.520442,	6.221788,	-5.306022,	6.293665,	0,	0,	0,
28.588676,	-22.031618,	29.247922,	6.017671,	-5.375865,	6.358737,	0,	0,	0,
28.204544,	-21.854032,	29.928410,	6.191194,	-5.445557,	5.968220,	0,	0,	0,
28.661142,	-22.023799,	28.793302,	5.887220,	-5.905637,	5.966626,	0,	0,	0,
27.734884,	-23.928763,	28.123766,	6.042690,	-5.483392,	6.425225,	0,	0,	0,
27.803846,	-23.384625,	29.532489,	6.086080,	-5.309593,	5.984758,	0,	0,	0,
28.014443,	-22.384526,	28.626865,	6.168202,	-5.276904,	5.924309,	0,	0,	0,
28.459822,	-21.671836,	27.860425,	6.206350,	-5.092638,	5.929012,	0,	0,	0,
28.869796,	-20.532166,	27.431029,	6.198231,	-4.852794,	5.718640,	0,	0,	0,
29.077491,	-18.924861,	26.354431,	6.204279,	-5.509392,	5.976780,	0,	0,	0,
29.222591,	-20.562740,	26.738515,	6.276604,	-5.546366,	5.818831,	0,	0,	0,
29.591244,	-21.664922,	26.343013,	6.315079,	-5.032072,	6.096715,	0,	0,	0,
29.957672,	-20.290412,	27.202574,	6.247339,	-5.493579,	5.888064,	0,	0,	0,
29.905913,	-21.298608,	26.885909,	5.965296,	-5.458583,	6.155580,	0,	0,	0,
28.768681,	-21.750372,	27.750842,	6.057689,	-5.573670,	5.682679,	0,	0,	0,
28.466793,	-22.466058,	26.400165,	6.110554,	-5.135352,	6.218396,	0,	0,	0,
28.497881,	-21.163901,	27.713554,	6.080095,	-5.271187,	5.931270,	0,	0,	0,
28.396499,	-20.936150,	27.354070,	5.957752,	-5.681646,	6.137372,	0,	0,	0,
27.857073,	-22.414075,	27.952942,	6.166624,	-5.299805,	5.892293,	0,	0,	0,
28.361670,	-21.778989,	27.340970,	6.082555,	-5.724015,	5.985922,	0,	0,	0,
28.326562,	-23.072867,	27.350862,	6.316227,	-4.880327,	5.776244,	0,	0,	0,
29.223184,	-20.517535,	26.533677,	6.179427,	-5.488896,	5.800529,	0,	0,	0,
29.210183,	-21.412943,	26.151488,	6.170420,	-5.392690,	5.977912,	0,	0,	0,
29.167233,	-21.558560,	26.624371,	6.225135,	-5.610724,	6.091933,	0,	0,	0,
29.356889,	-22.499408,	27.348210,	5.902388,	-5.654983,	5.668153,	0,	0,	0,
28.200962,	-23.222886,	26.107881,	6.198277,	-5.385601,	5.595150,	0,	0,	0,
28.686853,	-22.588340,	25.096590,	6.354156,	-5.013106,	6.055197,	0,	0,	0,
29.582578,	-20.755552,	26.311296,	6.196531,	-5.188920,	5.412521,	0,	0,	0,
29.487320,	-20.374652,	24.498654,	6.091993,	-5.417768,	5.797421,	0,	0,	0,
29.021356,	-21.050283,	24.950159,	6.118459,	-5.235837,	6.008401,	0,	0,	0,
28.852954,	-20.731012,	26.042063,	5.999259,	-5.663890,	5.848207,	0,	0,	0,
28.286705,	-22.224519,	26.051351,	6.071511,	-5.813460,	6.018279,	0,	0,	0,
28.239409,	-23.684267,	26.724294,	6.034257,	-5.409749,	5.761708,	0,	0,	0,
28.065556,	-22.952719,	26.110501,	6.222837,	-5.121484,	5.964598,	0,	0,	0,
28.704126,	-21.393842,	26.548165,	6.198550,	-5.104214,	5.347138,	0,	0,	0,
28.981935,	-20.415159,	24.380441,	6.026274,	-5.457088,	5.480636,	0,	0,	0,
28.468103,	-21.228277,	23.637739,	6.206464,	-5.239030,	6.035328,	0,	0,	0,
28.875082,	-20.847556,	25.380863,	6.242889,	-4.873590,	5.733752,	0,	0,	0,
29.255859,	-19.190772,	25.215770,	5.947060,	-5.343346,	5.512267,	0,	0,	0,
28.317258,	-20.066405,	24.249994,	6.038292,	-5.141726,	5.694061,	0,	0,	0,
28.126882,	-19.786729,	24.399186,	5.995634,	-4.908477,	5.750531,	0,	0,	0,
27.848210,	-18.707827,	24.708001,	6.151763,	-5.264201,	5.726727,	0,	0,	0,
28.298166,	-19.473572,	24.795021,	6.069636,	-5.154732,	5.624505,	0,	0,	0,
28.238749,	-19.491364,	24.444659,	6.029775,	-5.495028,	5.900599,	0,	0,	0,
28.047579,	-20.837389,	25.323573,	6.513617,	-4.896468,	6.010292,	0,	0,	0,
29.834901,	-19.274626,	26.267681,	6.429797,	-5.192959,	5.681846,	0,	0,	0,
30.550302,	-19.525153,	25.530239,	6.190764,	-5.377861,	5.689596,	0,	0,	0,
30.030154,	-20.397262,	25.129745,	5.983437,	-5.380638,	5.798548,	0,	0,	0,
28.912480,	-20.917763,	25.323350,	6.098179,	-5.432837,	5.980662,	0,	0,	0,
28.709738,	-21.426781,	26.151259,	6.214089,	-5.382979,	5.885282,	0,	0,	0,
29.046207,	-21.528530,	26.260673,	6.164371,	-5.294976,	5.448670,	0,	0,	0,
29.047674,	-21.242583,	24.610952,	6.285861,	-5.399888,	5.974665,	0,	0,	0,
29.525369,	-21.487262,	25.711445,	6.060239,	-5.678249,	5.719046,	0,	0,	0,
28.918959,	-22.722776,	25.351217,	5.968019,	-5.885307,	5.497884,	0,	0,	0,
28.202659,	-24.257404,	24.272691,	6.100763,	-5.747920,	5.591101,	0,	0,	0,
28.305111,	-24.614905,	24.008339,	6.232412,	-5.165639,	5.870270,	0,	0,	0,
28.881686,	-22.538415,	24.949580,	6.276874,	-5.222706,	5.575739,	0,	0,	0,
29.393104,	-21.549039,	24.343575,	6.252641,	-4.755343,	5.539088,	0,	0,	0,
29.596830,	-19.136567,	23.845613,	6.091045,	-5.194018,	5.530203,	0,	0,	0,
29.081627,	-19.448636,	23.519767,	6.422480,	-4.475369,	5.519673,	0,	0,	0,
30.081422,	-16.810367,	23.288037,	6.175228,	-5.193223,	5.583703,	0,	0,	0,
29.695197,	-18.086246,	23.403940,	5.922829,	-5.285177,	5.433150,	0,	0,	0,
28.478875,	-19.192690,	22.880761,	6.155936,	-5.323175,	5.831020,	0,	0,	0,
28.683059,	-19.988360,	24.136650,	6.155474,	-5.559565,	5.518792,	0,	0,	0,
28.800557,	-21.381096,	23.645041,	6.301794,	-4.615133,	5.650416,	0,	0,	0,
29.443506,	-18.488121,	23.874390,	6.195520,	-5.384409,	5.716633,	0,	0,	0,
29.402088,	-19.816996,	24.268299,	5.984416,	-5.524127,	5.869335,	0,	0,	0,
28.549326,	-21.141874,	25.097813,	6.024425,	-5.138754,	5.594398,	0,	0,	0,
28.208060,	-20.403493,	24.503425,	6.217365,	-4.504220,	5.732898,	0,	0,	0,
28.765916,	-17.481555,	24.699704,	5.994227,	-5.811861,	5.576509,	0,	0,	0,
28.216098,	-20.906528,	24.200583,	6.186030,	-4.979904,	5.513098,	0,	0,	0,
28.647627,	-19.642505,	23.660053,	6.154388,	-4.902762,	5.476599,	0,	0,	0,
28.775593,	-18.601124,	23.200949,	6.123041,	-5.236742,	5.586453,	0,	0,	0,
28.727333,	-19.303450,	23.363847,	6.052070,	-5.181041,	6.010619,	0,	0,	0,
28.420579,	-19.495217,	25.123837,	6.125124,	-5.392261,	5.310704,	0,	0,	0,
28.528062,	-20.436289,	23.405162,	6.290313,	-4.830217,	5.519071,	0,	0,	0,
29.239216,	-18.780225,	23.218704,	6.136191,	-5.239680,	5.575798,	0,	0,	0,
29.049853,	-19.419635,	23.332399,	6.216756,	-4.925737,	5.748466,	0,	0,	0,
29.255414,	-18.561069,	24.076538,	6.228775,	-5.133972,	5.625293,	0,	0,	0,
29.422701,	-18.876679,	24.027923,	6.066168,	-4.917385,	5.805832,	0,	0,	0,
28.882236,	-18.211020,	24.708112,	6.147917,	-5.489706,	5.445042,	0,	0,	0,
28.887284,	-20.068355,	23.689505,	6.270303,	-4.690446,	5.505783,	0,	0,	0,
29.370583,	-18.016643,	23.332703,	6.093616,	-5.263835,	5.774938,	0,	0,	0,
28.959513,	-19.068257,	24.180617,	6.132633,	-5.248513,	5.447889,	0,	0,	0,
28.872451,	-19.622608,	23.392448,	6.306352,	-5.353628,	5.775237,	0,	0,	0,
29.503404,	-20.359098,	24.216700,	6.109623,	-5.248072,	5.384519,	0,	0,	0,
29.099952,	-20.375156,	23.164811,	6.369956,	-5.656044,	5.691288,	0,	0,	0,
29.885980,	-21.985785,	23.754193,	6.228625,	-5.074413,	5.666295,	0,	0,	0,
29.790571,	-20.644086,	24.000494,	6.113569,	-5.321265,	5.843599,	0,	0,	0,
29.283239,	-20.828958,	24.840316,	6.050087,	-5.657975,	5.476875,	0,	0,	0,
28.737629,	-22.258535,	23.891695,	6.003208,	-5.185256,	5.957536,	0,	0,	0,
28.234815,	-21.238508,	25.223932,	5.963772,	-5.399528,	5.730841,	0,	0,	0,
27.786225,	-21.483468,	25.112645,	6.043189,	-5.513533,	5.857828,	0,	0,	0,
27.835803,	-22.074064,	25.546025,	6.153920,	-5.504319,	5.188639,	0,	0,	0,
28.299380,	-22.383005,	23.172766,	6.350717,	-5.115321,	5.790421,	0,	0,	0,
29.342670,	-21.036753,	24.147932,	6.136736,	-6.094293,	5.764076,	0,	0,	0,
29.112446,	-24.092456,	24.614349,	6.385478,	-5.271552,	5.526756,	0,	0,	0,
29.954201,	-22.648826,	23.955435,	6.131784,	-5.757972,	5.516084,	0,	0,	0,
29.450346,	-23.714418,	23.528523,	6.254383,	-5.373052,	5.637326,	0,	0,	0,
29.637115,	-22.826303,	23.754929,	6.342649,	-5.086497,	5.803079,	0,	0,	0,
30.092682,	-21.182654,	24.537787,	6.125352,	-5.806726,	5.961357,	0,	0,	0,
29.506018,	-23.049043,	25.616460,	6.166726,	-5.615642,	5.211121,	0,	0,	0,
29.325601,	-23.389644,	23.302163,	6.342643,	-5.801009,	5.258771,	0,	0,	0,
29.910632,	-24.316216,	22.136871,	6.320968,	-5.205935,	6.051721,	0,	0,	0,
30.167414,	-22.522039,	24.568198,	6.197695,	-5.791215,	5.969204,	0,	0,	0,
29.833626,	-23.770806,	25.665027,	6.219349,	-4.893701,	5.642098,	0,	0,	0,
29.723572,	-20.977853,	25.022085,	6.026347,	-5.524176,	5.908270,	0,	0,	0,
28.901750,	-21.820392,	25.691090,	6.227197,	-5.252671,	5.345419,	0,	0,	0,
29.209850,	-21.247086,	23.872878,	6.220497,	-5.149155,	5.731691,	0,	0,	0,
29.363585,	-20.505795,	24.326519,	6.274024,	-5.281682,	5.812115,	0,	0,	0,
29.663508,	-20.592792,	24.907251,	6.028508,	-5.031796,	5.460200,	0,	0,	0,
28.875137,	-19.662848,	23.865362,	6.226911,	-5.595091,	5.377811,	0,	0,	0,
29.193176,	-21.330327,	22.933186,	6.269984,	-4.822312,	5.447008,	0,	0,	0,
29.548073,	-19.271611,	22.660075,	6.166990,	-5.151651,	5.908130,	0,	0,	0,
29.351212,	-19.361260,	24.310345,	6.402585,	-5.297929,	5.354491,	0,	0,	0,
30.160865,	-19.987770,	23.101672,	6.290290,	-4.972106,	5.673613,	0,	0,	0,
30.193225,	-19.075040,	23.647927,	6.256384,	-5.375682,	5.748532,	0,	0,	0,
30.079057,	-20.125697,	24.261172,	6.255265,	-5.085159,	5.550361,	0,	0,	0,
30.007950,	-19.599357,	23.841710,	6.347741,	-5.468002,	6.061723,	0,	0,	0,
30.329359,	-20.794416,	25.603647,	6.031061,	-5.097152,	5.514281,	0,	0,	0,
29.274234,	-20.037181,	24.484547,	6.323689,	-5.198178,	5.381412,	0,	0,	0,
29.806224,	-19.991221,	23.309126,	6.057417,	-5.246112,	5.622210,	0,	0,	0,
29.071996,	-20.152502,	23.567397,	6.141248,	-5.636256,	5.732467,	0,	0,	0,
28.971991,	-21.778016,	24.151062,	6.120112,	-4.984912,	5.418698,	0,	0,	0,
28.830599,	-20.171397,	23.260605,	6.441184,	-5.480293,	5.801616,	0,	0,	0,
30.008150,	-21.176919,	24.243195,	6.386821,	-5.297557,	5.724432,	0,	0,	0,
30.482860,	-21.047258,	24.514416,	6.537443,	-5.215088,	5.484769,	0,	0,	0,
31.351425,	-20.647809,	23.732245,	6.335372,	-5.593749,	5.709688,	0,	0,	0,
31.065847,	-21.900601,	24.157981,	6.210268,	-5.364333,	5.528899,	0,	0,	0,
30.407956,	-21.732214,	23.697176,	6.322007,	-5.106961,	5.621237,	0,	0,	0,
30.462092,	-20.623664,	23.790329,	6.343810,	-5.404435,	5.758451,	0,	0,	0,
30.579300,	-21.143458,	24.383314,	6.276937,	-5.257339,	5.672856,	0,	0,	0,
30.385321,	-20.869851,	24.393861,	6.152425,	-5.433933,	5.540832,	0,	0,	0,
29.783274,	-21.403089,	23.881842,	6.155820,	-5.346161,	5.300820,	0,	0,	0,
29.444807,	-21.370180,	22.640634,	6.259023,	-5.045135,	5.375007,	0,	0,	0,
29.652090,	-20.169455,	22.206532,	6.313276,	-4.830818,	5.663828,	0,	0,	0,
29.986150,	-18.626662,	23.086465,	6.303223,	-4.781815,	5.491850,	0,	0,	0,
30.141893,	-17.532829,	22.925644,	6.210617,	-5.184248,	5.373678,	0,	0,	0,
29.869430,	-18.473178,	22.367856,	6.294192,	-4.853883,	5.073434,	0,	0,	0,
30.038246,	-17.726005,	20.863498,	6.097469,	-5.604901,	5.199789,	0,	0,	0,
29.364771,	-20.237073,	20.480386,	6.213681,	-4.744668,	5.574472,	0,	0,	0,
29.427358,	-18.328043,	21.727114,	6.414427,	-4.281661,	5.671121,	0,	0,	0,
30.251837,	-15.395287,	22.834952,	6.246360,	-4.767708,	4.893324,	0,	0,	0,
30.073962,	-15.589269,	20.429526,	6.227234,	-4.855918,	5.240380,	0,	0,	0,
29.894955,	-16.048834,	20.386117,	6.351110,	-5.314812,	5.249510,	0,	0,	0,
30.276558,	-18.118483,	20.396586,	6.358047,	-4.513801,	5.180499,	0,	0,	0,
30.526766,	-16.183960,	20.131844,	6.439607,	-4.483097,	5.520145,	0,	0,	0,
30.993083,	-14.933048,	21.310221,	6.236665,	-4.730850,	5.267745,	0,	0,	0,
30.469041,	-15.174507,	21.008138,	6.233227,	-4.729691,	5.058866,	0,	0,	0,
30.149335,	-15.311049,	20.011796,	6.211278,	-4.893152,	5.018245,	0,	0,	0,
29.876374,	-16.032402,	19.270168,	6.047480,	-5.323418,	5.540398,	0,	0,	0,
29.073982,	-18.142657,	20.886207,	6.175036,	-5.162887,	5.613653,	0,	0,	0,
29.105765,	-18.745679,	22.118026,	6.290437,	-4.462293,	5.682752,	0,	0,	0,
29.577272,	-16.348284,	23.109024,	6.358675,	-5.539512,	5.148002,	0,	0,	0,
30.120618,	-19.175383,	21.589258,	6.450342,	-4.594547,	5.260279,	0,	0,	0,
30.797894,	-17.118459,	21.141887,	6.241433,	-5.735786,	5.242263,	0,	0,	0,
30.373701,	-20.395777,	20.809764,	6.250916,	-5.399410,	5.135682,	0,	0,	0,
30.163054,	-20.990572,	20.197373,	6.217667,	-5.637940,	5.873484,	0,	0,	0,
29.909464,	-22.274335,	22.735330,	6.323019,	-4.456771,	5.044884,	0,	0,	0,
30.174778,	-18.388516,	20.966170,	6.175675,	-5.360875,	5.595206,	0,	0,	0,
29.751503,	-19.666424,	22.092351,	6.235240,	-4.785699,	5.084143,	0,	0,	0,
29.737954,	-18.155639,	20.744545,	6.056374,	-5.479869,	5.165659,	0,	0,	0,
29.028007,	-19.997386,	20.276921,	6.228188,	-5.261310,	5.219074,	0,	0,	0,
29.287514,	-20.215754,	20.213321,	6.413087,	-5.023895,	5.503390,	0,	0,	0,
30.164865,	-19.411525,	21.292069,	6.516421,	-4.582550,	5.437439,	0,	0,	0,
31.083100,	-17.209356,	21.663564,	6.460206,	-5.164270,	5.143850,	0,	0,	0,
31.399016,	-18.205750,	20.728335,	6.472402,	-5.360580,	5.598182,	0,	0,	0,
31.631484,	-19.558471,	21.965057,	6.135014,	-5.416860,	5.736261,	0,	0,	0,
30.443108,	-20.569797,	23.229656,	6.289660,	-5.160610,	5.445031,	0,	0,	0,
30.355673,	-20.154995,	22.825554,	6.218216,	-5.210438,	5.436511,	0,	0,	0,
30.024173,	-20.108181,	22.555982,	6.201326,	-5.359826,	5.493221,	0,	0,	0,
29.764176,	-20.667159,	22.621045,	6.143382,	-5.160532,	5.338756,	0,	0,	0,
29.384828,	-20.211580,	22.052806,	6.246065,	-5.371601,	5.374478,	0,	0,	0,
29.566183,	-20.773792,	21.860972,	6.280269,	-5.169103,	5.424684,	0,	0,	0,
29.806400,	-20.307529,	21.945928,	6.173611,	-5.107024,	5.240710,	0,	0,	0,
29.528145,	-19.791422,	21.273493,	6.404354,	-5.272498,	4.859917,	0,	0,	0,
30.271194,	-20.139313,	19.385996,	6.167043,	-4.996799,	5.416782,	0,	0,	0,
29.773962,	-19.260508,	20.468712,	6.150749,	-5.348130,	5.452939,	0,	0,	0,
29.419461,	-20.125933,	21.243287,	6.263903,	-5.138810,	5.328388,	0,	0,	0,
29.656431,	-19.810068,	21.207044,	6.391360,	-4.971219,	5.492000,	0,	0,	0,
30.295156,	-18.967722,	21.828026,	6.333110,	-5.457099,	5.601025,	0,	0,	0,
30.439757,	-20.382540,	22.618796,	6.195371,	-5.312096,	4.949124,	0,	0,	0,
29.983643,	-20.640141,	20.522229,	6.461762,	-4.737592,	5.276207,	0,	0,	0,
30.762678,	-18.535796,	20.580906,	6.425594,	-5.063910,	5.476226,	0,	0,	0,
31.075937,	-18.586927,	21.400244,	6.269712,	-5.019158,	5.216813,	0,	0,	0,
30.647162,	-18.441158,	20.860841,	6.350456,	-5.481262,	5.381493,	0,	0,	0,
30.713528,	-20.169688,	21.192002,	6.376021,	-5.202128,	5.412434,	0,	0,	0,
30.852648,	-20.084152,	21.506950,	6.307468,	-5.289888,	4.942243,	0,	0,	0,
30.664875,	-20.378620,	19.845535,	6.457088,	-4.952285,	5.228772,	0,	0,	0,
31.142395,	-19.225631,	19.999314,	6.214249,	-5.359920,	5.257326,	0,	0,	0,
30.468310,	-20.151827,	20.201244,	6.328152,	-4.910327,	5.015747,	0,	0,	0,
30.521478,	-18.928427,	19.371065,	6.508349,	-5.328748,	5.409464,	0,	0,	0,
31.259801,	-19.855815,	20.431263,	6.197370,	-5.543619,	5.656807,	0,	0,	0,
30.470665,	-21.241061,	22.021566,	6.370989,	-4.960414,	5.108666,	0,	0,	0,
30.690986,	-19.761486,	20.799434,	6.449665,	-5.449364,	5.214031,	0,	0,	0,
31.128518,	-20.816002,	20.498851,	6.550023,	-4.950935,	5.017801,	0,	0,	0,
31.778078,	-19.475908,	19.553029,	6.431437,	-5.344924,	5.127884,	0,	0,	0,
31.692196,	-20.239216,	19.432420,	6.397466,	-5.346634,	5.353640,	0,	0,	0,
31.508681,	-20.691951,	20.248012,	6.240343,	-5.544543,	5.488712,	0,	0,	0,
30.784756,	-21.733269,	21.254732,	5.955228,	-5.806275,	5.167556,	0,	0,	0,
29.242701,	-23.369013,	20.582484,	6.210576,	-5.495652,	5.548326,	0,	0,	0,
29.343843,	-23.105665,	21.684153,	6.154446,	-5.441948,	4.821303,	0,	0,	0,
29.182638,	-22.741003,	19.474402,	6.172754,	-5.183818,	5.401108,	0,	0,	0,
29.160299,	-21.514786,	20.458851,	6.358999,	-5.073644,	5.471853,	0,	0,	0,
29.878239,	-20.365849,	21.311761,	6.527881,	-4.852652,	5.326372,	0,	0,	0,
30.960596,	-18.827117,	21.239145,	6.430067,	-4.695409,	5.416244,	0,	0,	0,
31.209141,	-17.310827,	21.549451,	6.269023,	-5.129621,	5.283024,	0,	0,	0,
30.722295,	-18.129049,	21.207899,	6.495061,	-4.919995,	5.061759,	0,	0,	0,
31.324990,	-17.784401,	20.139875,	6.375292,	-4.736861,	5.409491,	0,	0,	0,
31.207081,	-16.864232,	20.880609,	6.309432,	-5.057705,	5.283961,	0,	0,	0,
30.879690,	-17.585829,	20.820750,	6.210453,	-5.248665,	5.064044,	0,	0,	0,
30.299902,	-18.756975,	19.922622,	6.105480,	-5.553505,	5.465617,	0,	0,	0,
29.549107,	-20.637777,	20.973950,	6.181284,	-5.236395,	4.906218,	0,	0,	0,
29.407917,	-20.492166,	19.392690,	6.371232,	-5.054580,	5.245934,	0,	0,	0,
30.070942,	-19.693474,	19.802063,	6.341362,	-4.838854,	5.688870,	0,	0,	0,
30.341131,	-18.380073,	21.779748,	6.477938,	-5.086328,	4.985076,	0,	0,	0,
31.035056,	-18.583920,	20.173053,	6.431769,	-4.992228,	5.366898,	0,	0,	0,
31.259330,	-18.333704,	20.732823,	6.317087,	-5.276417,	5.131886,	0,	0,	0,
30.940265,	-19.302905,	20.137516,	6.420695,	-4.533117,	5.276350,	0,	0,	0,
31.160476,	-16.951868,	20.356668,	6.426064,	-5.219793,	5.324849,	0,	0,	0,
31.310228,	-18.273213,	20.675075,	6.480421,	-4.570878,	4.864921,	0,	0,	0,
31.611074,	-16.498392,	19.055962,	6.410274,	-5.245016,	4.933451,	0,	0,	0,
31.511550,	-18.107230,	18.378839,	6.464518,	-5.277999,	5.132115,	0,	0,	0,
31.666297,	-19.176781,	18.762910,	6.298324,	-5.258566,	5.147026,	0,	0,	0,
31.104425,	-19.725478,	19.045857,	6.377259,	-5.341671,	5.370886,	0,	0,	0,
31.085918,	-20.372279,	20.089819,	6.279522,	-5.099154,	5.300551,	0,	0,	0,
30.691497,	-19.798372,	20.423781,	6.474121,	-5.225543,	5.340661,	0,	0,	0,
31.224806,	-19.959082,	20.776352,	6.488792,	-4.918397,	4.931571,	0,	0,	0,
31.594018,	-18.847474,	19.376738,	6.351210,	-5.360977,	5.288769,	0,	0,	0,
31.269762,	-19.935005,	19.960864,	6.428753,	-5.269039,	5.303000,	0,	0,	0,
31.384639,	-20.209638,	20.358043,	6.511245,	-4.767453,	5.257834,	0,	0,	0,
31.775536,	-18.401442,	20.412855,	6.232904,	-5.663177,	5.271695,	0,	0,	0,
30.911494,	-20.860481,	20.499285,	6.305666,	-5.461750,	5.262952,	0,	0,	0,
30.692190,	-21.506792,	20.515474,	6.441955,	-5.153193,	5.128630,	0,	0,	0,
31.098961,	-20.673400,	19.997732,	6.486711,	-5.290826,	5.087439,	0,	0,	0,
31.512313,	-20.726616,	19.533529,	6.515199,	-4.874496,	4.996801,	0,	0,	0,
31.865659,	-19.123661,	18.906537,	6.375727,	-4.944493,	5.393317,	0,	0,	0,
31.524719,	-18.461737,	20.096449,	6.418641,	-5.319067,	4.930880,	0,	0,	0,
31.493930,	-19.545116,	18.976737,	6.655687,	-4.885199,	5.292001,	0,	0,	0,
32.406320,	-18.475283,	19.739816,	6.570372,	-4.737010,	5.193659,	0,	0,	0,
